Name,Club,Division,Nat,Position,Home Grown Status,Preferred Foot,Inf,WR,Age,Mins,Ps C/90,Pr passes/90,Pas %,NP-xG/90,xA/90,Drb/90,Tck R,Hdr %,Tck/90,K Tck/90,Hdrs W/90,K Hdrs/90,Int/90,Blk/90,Clr/90,Pres C/90,Pres A/90,Fls,Distance,Rec,Salary,Expires,Transfer Value
Maurício,Al-Batin,Roshn Saudi League,BRA,D (C),-,Right Only,,,32,"3,510",13.95,0,70%,0.08,0,-,98%,-,1.67,0,-,0,-,-,0,0,0,32,0.0mi,- - -,"$12,250 p/w",6/30/25,Not for Sale
Rafael Toloi,Atalanta,Serie A TIM,ITA,D (RC),-,Right,,,33,"2,773",68.51,5.29,92%,0.03,0.07,0.32,82%,66%,1.17,0.19,5.74,0.42,2.95,0.58,0.81,1.69,4.67,41,221.1mi,- - -,"$35,500 p/w",6/30/25,Not for Sale
Ramy Bensebaïni,Bayern München,Bundesliga,ALG,"D (LC), WB (L)",-,Left,,,29,597,75.53,7.24,90%,0,0.03,2.56,70%,76%,1.06,0,7.84,0.45,2.86,0.75,1.51,3.92,10.4,6,56.8mi,- - -,"$58,000 p/w",6/30/26,$14M - $22M
Yerry Mina,Everton,Premier League,COL,D (C),-,Right,,,29,"1,343",38.2,2.41,75%,0.01,0.01,-,84%,84%,1.07,0.67,9.11,1.07,3.28,0.74,0.8,1.81,4.69,15,98.9mi,- - -,"$140,000 p/w",6/30/25,$26M - $34M
Gianluca Mancini,Roma,Serie A TIM,ITA,D (C),-,Right,Wnt,,28,"4,273",73.53,6.51,91%,0.05,0.03,0.21,80%,81%,1.39,0.11,6.91,0.97,3.37,0.53,0.95,1.83,4.32,67,341.9mi,- - -,"$71,000 p/w",6/30/26,$8.6M - $13.5M
Rob Holding,Arsenal,Premier League,ENG,D (C),-,Right,Wnt,,28,238,81.68,4.92,94%,0,0,-,80%,65%,1.51,0.38,6.43,0,1.51,1.51,3.03,1.89,3.78,0,19.7mi,- - -,"$64,000 p/w",6/30/26,$8.2M
Reinildo,Atlético de Madrid,LaLiga Santander,MOZ,"D (LC), WB/AM (L)",-,Left Only,,,30,"3,781",66.79,5.81,92%,0.04,0.09,1.31,71%,71%,1.59,0.21,5.59,0.5,3.55,0.95,1.38,3.33,8.28,34,312.1mi,- - -,"$36,000 p/w",6/30/26,$62M - $80M
Jonathan Tah,Bayer Leverkusen,Bundesliga,GER,D (C),-,Right,,,28,"2,977",62.88,4.81,89%,0.03,0.04,0.03,87%,77%,1.03,0.3,6.74,0.57,2.63,0.63,1.12,1.24,3.45,16,221.3mi,- - -,"$68,000 p/w",6/30/27,$10.5M - $17M
Tanguy Nianzou,Sevilla,LaLiga Santander,FRA,"D (C), DM, M (C)",Trained in nation (15-21),Right,,,21,"3,715",70.93,5.98,92%,0.07,0.02,0.48,71%,76%,1.14,0.36,7.53,0.8,2.69,0.68,0.82,1.91,4.34,38,284.3mi,- - -,"$76,000 p/w",6/30/26,$38M - $47M
Ben Davies,Tottenham,Premier League,WAL,"D (LC), WB (L)",-,Left,,,31,"2,721",71.35,6.58,90%,0.01,0.05,0.53,84%,67%,1.52,0.23,4.66,0.46,2.41,0.73,1.03,2.18,5.59,25,222.5mi,- - -,"$115,000 p/w",6/30/24,$17M - $27M
Diego Llorente,Roma,Serie A TIM,ESP,"D (C), DM",-,Right,Set,,30,653,84.35,7.72,91%,0,0.01,0.41,76%,72%,3.03,0.14,3.86,0.14,4,0.83,0.69,4,10.61,14,59.7mi,- - -,"$53,000 p/w",6/30/25,$5.8M - $7.2M
David Luiz,Metz,Ligue 2 BKT,BRA,"D (C), DM",-,Right,,,37,"1,530",71.47,5.24,90%,0.03,0.03,0.06,57%,84%,0.76,0.35,11.06,0.59,3.35,0.41,0.53,1.41,3.65,16,117.4mi,- - -,"$8,750 p/w",6/30/24,$95K - $950K
Jurriën Timber,Ajax,Eredivisie,NED,"D (RC), WB (R), DM",-,Right,,,22,"4,213",60.75,5.15,90%,0.03,0.09,0.73,74%,69%,1.13,0.13,6.09,0.43,2.93,0.64,0.96,2.41,6.75,28,332.7mi,- - -,"$82,000 p/w",6/30/27,$66M - $105M
Domagoj Vida,AEK,Stoiximan Super League,CRO,D (C),-,Right,,,35,"3,151",46.16,5.57,69%,0.04,0.04,0.03,74%,84%,1,0.26,8.94,0.51,2.28,0.57,1.8,1.8,5.03,33,238.4mi,- - -,"$26,000 p/w",6/30/25,Not for Sale
Riechedly Bazoer,AZ,Eredivisie,NED,"D (C), DM, M (C)",-,Right,,,27,"2,447",45.64,3.9,88%,0.07,0.09,0.51,79%,60%,1.62,0.04,4.78,0.26,2.13,0.55,0.85,3.42,12.03,25,206.1mi,- - -,"$10,000 p/w",6/30/26,$150K - $9.4M
Jason Denayer,Shabab Al-Ahli,ADNOC Pro League,BEL,"D (C), DM",-,Right,,,28,"3,095",57.32,4.89,87%,0.1,0.12,0.23,89%,66%,1.22,0.38,5.21,0.47,2.79,0.81,1.25,1.72,4.1,19,226.4mi,- - -,"$94,000 p/w",6/30/25,$6.2M - $8M
Héctor Moreno,CF Monterrey,Liga MX,MEX,D (C),-,Left,Ret,,36,"3,144",65.3,4.87,91%,0.01,0.08,0.11,92%,69%,1.03,0.26,6.15,0.29,3.66,0.83,1.09,1.32,3.41,23,234.4mi,- - -,"$20,000 p/w",12/31/24,$110K - $1.1M
Diego Carlos,Aston Villa,Premier League,BRA,D (C),-,Right,,,31,996,67.5,3.07,88%,0.03,0.02,0.09,83%,56%,1.36,0.18,4.25,0.63,3.52,1.17,2.08,2.35,5.51,12,74.6mi,- - -,"$115,000 p/w",6/30/25,Not for Sale
Rodrigo Becão,Flamengo,Brasileirão Assaí Série A,BRA,D (C),-,Right,,,28,"1,342",69.75,4.49,90%,0.07,0,0.07,67%,68%,0.8,0.2,7.24,0.94,3.42,0.6,0.94,1.21,3.49,9,102.0mi,- - -,"$30,500 p/w",12/31/26,$14.5M - $18M
Samir,Flamengo,Brasileirão Assaí Série A,BRA,D (LC),-,Left,,,29,"1,559",63.85,4.79,93%,0.03,0.1,0.46,65%,73%,0.98,0.29,6.18,0.52,2.42,0.64,1.04,1.67,3.64,13,118.3mi,- - -,"$30,000 p/w",12/31/25,$15M - $18.5M
Mario Hermoso,Atlético de Madrid,LaLiga Santander,ESP,D (LC),-,Left,,,28,"2,217",80.46,6.37,92%,0.01,0,0.28,83%,62%,0.97,0.24,5.89,0.37,4.02,0.61,1.75,1.38,3.69,21,178.8mi,- - -,"$190,000 p/w",6/30/26,$9.4M - $15M
Gabriel Paulista,Valencia,LaLiga Santander,BRA,D (C),-,Right,,,33,"3,235",47.66,4.7,80%,0.03,0.02,0.11,84%,77%,0.86,0.28,7.85,0.47,2.73,0.53,1.56,1.22,3.34,27,248.4mi,- - -,"$63,000 p/w",6/30/24,$800K - $8M
Aïssa Mandi,Villarreal,LaLiga Santander,ALG,D (RLC),Trained in nation (15-21),Right,,,32,"1,531",59.43,4.47,89%,0.05,0.07,0.88,85%,69%,1.94,0.12,7.05,0.24,3.53,1.18,1,2.29,5.94,15,130.0mi,- - -,"$22,000 p/w",6/30/24,$110K - $7.8M
Morato,Benfica,Liga Portugal Bwin,BRA,"D (C), DM",-,Left,Wnt,,22,"1,099",71.82,6.31,90%,0.07,0.02,-,79%,65%,1.23,0.16,7.45,0.82,4.18,0.57,1.31,3.28,7.94,17,86.4mi,- - -,"$19,000 p/w",6/30/26,$8.2M - $13.5M
Josuha Guilavogui,Wolfsburg,Bundesliga,FRA,"D (C), DM, M (C)",Trained in nation (15-21),Right,Wnt,,33,"1,671",62.69,5.6,90%,0.03,0.08,0.59,76%,69%,1.56,0.05,3.77,0.16,1.89,0.43,0.48,3.29,10.34,33,136.3mi,- - -,"$61,000 p/w",6/30/23,$1.5K - $18K
Victor Nelsson,Galatasaray SK,Spor Toto Süper Lig,DEN,D (C),-,Right,Wnt,,25,"3,292",65.37,5.58,91%,0.02,0.03,0.08,73%,68%,0.87,0.38,7.98,0.68,3.36,0.52,1.45,1.28,3.55,33,243.0mi,- - -,"$52,000 p/w",6/30/26,$7M - $11M
Andrei Burcă,CFR Cluj,SuperLiga,ROU,D (C),-,Right,,,31,"4,227",64.49,5.05,90%,0.02,0.02,0.13,89%,73%,1.02,0.26,6.64,0.43,3.11,0.55,1.41,1.43,3.75,40,305.2mi,- - -,"$5,750 p/w",6/30/25,Not for Sale
Igor,Fiorentina,Serie A TIM,BRA,"D (LC), WB (L)",-,Left,nEU,,26,"4,106",64.88,5.28,92%,0.02,0.06,0.37,71%,77%,0.88,0.31,6.71,0.64,3.05,0.64,1.05,1.75,4.12,34,319.3mi,- - -,"$62,000 p/w",6/30/26,$12M - $15M
Piero Hincapié,Bayer Leverkusen,Bundesliga,ECU,D (LC),-,Left,,,22,"3,436",53.67,5.89,89%,0.03,0.06,1.99,72%,64%,1.62,0.13,3.54,0.34,2.93,0.86,0.94,3.01,9.82,45,292.3mi,- - -,"$55,000 p/w",6/30/26,$78M - $97M
Malang Sarr,Monaco,Ligue 1 Uber Eats,FRA,D (LC),Trained in nation (15-21),Left,Trn,,25,"4,337",68.67,5.06,92%,0.02,0.04,0.39,73%,62%,0.93,0.19,6.02,0.35,3.78,0.71,1.04,2.1,4.94,37,334.7mi,- - -,"$40,500 p/w",6/30/24,$11.5M - $18.5M
Rúben Vezo,Levante,LaLiga SmartBank,CPV,D (C),-,Right,,,30,"3,797",65.54,4.95,90%,0.06,0.03,0.26,71%,73%,0.76,0.33,5.66,0.59,3.56,0.66,1.04,1.64,3.77,18,298.4mi,- - -,"$18,000 p/w",6/30/25,$400K - $12M
Toby Alderweireld,Antwerp,Jupiler Pro League,BEL,D (RC),-,Right,,,35,"4,084",63.47,5.02,91%,0.05,0.09,0.46,79%,76%,1.43,0.22,5.86,0.62,2.58,0.6,0.79,2.07,5.55,37,328.5mi,- - -,"$55,000 p/w",6/30/24,$140K - $1.4M
Luiz Felipe,Real Betis,LaLiga Santander,ITA,D (C),-,Right,Wnt,,27,"3,034",78.4,5.49,94%,0.02,0.03,0.09,88%,68%,1.04,0.33,5.73,0.47,3,0.83,1.01,1.75,3.86,35,227.5mi,- - -,"$32,500 p/w",6/30/26,$20M - $24M
Wout Faes,Leicester,Premier League,BEL,"D (C), DM",-,Right,Set,,26,"1,935",67.3,4.74,91%,0.01,0.01,0.05,69%,70%,0.93,0.28,6.09,0.33,3.02,0.42,0.88,1.53,3.81,20,145.6mi,- - -,"$69,000 p/w",6/30/26,$35M - $43M
Jérôme Boateng,Lyon,Ligue 1 Uber Eats,GER,D (LC),-,Either,,,35,820,64.65,5.82,88%,0.02,0.01,0.44,50%,71%,0.33,0.11,6.59,0.44,3.95,0.88,0.77,2.2,4.94,7,68.4mi,- - -,"$34,000 p/w",6/30/25,$18K - $190K
Ozan Kabak,Hoffenheim,Bundesliga,TUR,D (C),-,Right,Inj,,24,"1,955",65.23,4.14,92%,0.04,0.1,0.41,92%,69%,1.06,0.28,6.03,0.55,3.59,0.55,1.1,1.84,5.16,19,148.5mi,- - -,"$52,000 p/w",6/30/25,$9M - $14M
Pascal Struijk,Leeds Utd,Premier League,BEL,"D (LC), DM",-,Left,Set,,24,"3,086",52.09,3.82,87%,0,0.02,0.2,75%,76%,1.05,0.41,6.3,0.85,3.03,0.87,1.25,2.07,5.6,22,235.8mi,- - -,"$46,000 p/w",6/30/26,$24M - $37M
James Tarkowski,Everton,Premier League,ENG,D (C),-,Right,,,31,"2,099",53,3.26,86%,0.01,0.05,0.21,81%,69%,0.9,0.26,6.3,0.81,2.92,0.77,1.07,1.54,3.64,17,158.1mi,- - -,"$105,000 p/w",6/30/25,Not for Sale
César Montes,Espanyol,LaLiga Santander,MEX,D (C),-,Right Only,Int,,27,"2,689",54.29,4.05,88%,0.03,0.04,0.07,67%,74%,1.04,0.3,7.03,0.84,3.48,0.67,1.34,2.11,4.69,24,202.4mi,- - -,"$22,000 p/w",6/30/27,$9.2M - $14.5M
Trevoh Chalobah,Chelsea,Premier League,ENG,"D (C), DM, M (C)",-,Right,Wnt,,24,877,71.32,5.64,91%,0.16,0.08,0.41,80%,64%,1.23,0.21,5.34,0.41,4,1.03,1.23,3.18,8.93,5,75.8mi,- - -,"$92,000 p/w",6/30/27,$31M - $40M
Jan Bednarek,Southampton,Premier League,POL,D (C),-,Right,Set,,28,"2,848",53.94,3.07,88%,0.05,0.02,0.47,79%,72%,1.52,0.32,6.23,0.44,2.97,1.01,1.99,2.05,5.91,26,223.6mi,- - -,"$69,000 p/w",6/30/27,$12M - $18.5M
Chris Richards,Crystal Palace,Premier League,USA,D (RC),-,Right,Int,,24,"2,545",50.32,3.71,86%,0.05,0.05,1.84,74%,86%,1.87,0.39,6.79,0.81,3.64,0.85,1.45,3.04,8.45,15,216.1mi,- - -,"$58,000 p/w",6/30/26,$18M
Robin Le Normand,Real Sociedad,LaLiga Santander,FRA,D (C),Trained in nation (15-21),Right Only,Inj,,27,"3,976",79.11,5.64,93%,0.04,0.02,0.14,70%,82%,0.86,0.29,7.58,0.97,3.03,0.95,1.15,1.47,3.58,28,293.0mi,- - -,"$43,000 p/w",6/30/27,$31M - $48M
Arthur Theate,Rennes,Ligue 1 Uber Eats,BEL,D (C),-,Left,,,24,"3,967",81.7,6.15,89%,0.02,0.03,0.2,80%,71%,0.98,0.25,7.15,0.54,3.24,0.61,1.36,1.77,4.24,37,306.8mi,- - -,"$23,500 p/w",6/30/25,$16.5M - $21M
Bremer,Juventus,Serie A TIM,BRA,D (C),-,Right,nEU,,27,"4,235",72.3,5.8,92%,0.07,0.03,0.26,79%,85%,1.11,0.23,8.03,0.85,3.34,0.57,1.15,1.93,4.97,45,326.3mi,- - -,"$175,000 p/w",6/30/26,$87M - $107M
Ramiro Funes Mori,Cruz Azul,Liga MX,ARG,"D (C), DM",-,Left,,,33,"3,438",63.3,5.86,86%,0.08,0.08,0.55,73%,78%,1.65,0.1,5.65,0.58,1.75,0.47,0.99,2.91,8.19,63,282.5mi,- - -,"$24,500 p/w",12/31/24,$300K - $3.1M
Marash Kumbulla,Roma,Serie A TIM,ALB,D (C),-,Right,Wnt,,24,"1,534",73.28,5.05,93%,0.11,0.02,0.06,62%,81%,1.06,0.23,6.63,0.7,3.75,0.59,1.17,1.88,4.34,13,116.9mi,- - -,"$62,000 p/w",6/30/27,$8M - $10M
Enric Saborit,Maccabi Tel Aviv,Ligat Tel Aviv Stock Exchange,ISR,"D (LC), WB/M/AM (L)",-,Left,,,32,"2,665",52.21,5.1,89%,0.02,0.18,1.25,77%,65%,1.86,0.07,3.65,0.24,3.65,0.78,0.88,3.58,9.73,19,234.6mi,- - -,"$10,750 p/w",5/31/25,Not for Sale
Simon Kjær,Milan,Serie A TIM,DEN,D (C),-,Right,,,35,"1,848",59.22,3.85,92%,0.04,0.01,0.15,83%,70%,0.97,0.39,7.31,0.63,3.36,0.54,0.58,1.41,3.36,8,138.1mi,- - -,"$36,500 p/w",6/30/23,$18K - $190K
Ethan Ampadu,Spezia,Serie A TIM,WAL,"D (C), DM, M (C)",-,Right,Trn,,23,"3,502",55.92,4.42,86%,0.02,0,0.13,76%,73%,1.13,0.31,6.48,0.59,2.96,0.82,1.31,2.03,5.45,27,268.2mi,- - -,"$40,500 p/w",6/30/23,$110K - $1.1M
Mohammed Salisu,Southampton,Premier League,GHA,D (C),-,Left Only,Wnt,,25,"3,592",54.4,3.43,88%,0.01,0.03,0.25,68%,74%,1.05,0.38,6.64,0.65,3.53,0.88,1.15,1.45,4.51,31,276.0mi,- - -,"$46,000 p/w",6/30/27,$35M - $56M
Josip Stanišić,Bayern München,Bundesliga,CRO,"D (RLC), WB (R)",-,Right,Wnt,,24,392,57.86,5.51,88%,0.28,0.19,2.07,80%,63%,1.84,0,4.59,0.46,4.13,0.46,0.92,4.59,11.94,8,38.3mi,- - -,"$47,500 p/w",6/30/25,$12M - $15M
Nikola Milenković,Fiorentina,Serie A TIM,SRB,D (RC),-,Right,nEU,,26,"3,732",64.03,5.33,92%,0.09,0.03,0.53,70%,81%,0.77,0.14,8.15,0.96,3.14,0.7,1.06,2.07,4.99,50,300.5mi,- - -,"$105,000 p/w",6/30/26,$10.5M - $13.5M
Nico Elvedi,Gladbach,Bundesliga,SUI,D (RLC),-,Right,,,27,"2,774",68.33,4.64,94%,0.03,0.06,0.16,83%,73%,1.14,0.16,6.07,0.75,3.08,0.52,1.14,1.85,4.93,23,208.7mi,- - -,"$57,000 p/w",6/30/27,$6.8M - $8.4M
Marc Guéhi,Crystal Palace,Premier League,ENG,D (C),-,Right,,,23,"2,952",63.11,3.81,92%,0.04,0.01,0.03,72%,65%,0.95,0.34,5.12,0.34,2.74,0.82,1.25,1.62,4.12,25,222.0mi,- - -,"$60,000 p/w",6/30/27,$34M - $42M
Emiliano Velázquez,FC Juárez,Liga MX,URU,D (RC),-,Right,Wnt,,30,"2,700",54.1,3.33,86%,0.04,0.02,0.17,83%,81%,1.1,0.37,7.33,0.43,3.87,0.87,1.4,2.1,4.5,27,200.4mi,- - -,"$10,750 p/w",12/31/25,$550K - $5.4M
Morteza Pouraliganji,Persepolis,Iran Pro League,IRN,"D (C), DM",-,Right,Int,,32,"3,682",55.05,3.74,86%,0.02,0.01,0.05,78%,74%,0.98,0.42,7.41,0.24,3.76,0.66,1.32,1.64,3.81,18,260.8mi,- - -,"$11,500 p/w",6/30/23,$230K - $750K
Jakub Kiwior,Arsenal,Premier League,POL,"D (LC), DM",-,Left,Set,,24,"1,192",66.29,7.32,89%,0.01,0.06,0.38,72%,69%,1.59,0.15,5.81,0.3,3.02,0.3,0.91,2.49,7.7,14,96.9mi,- - -,"$67,000 p/w",6/30/26,$12M - $19M
Romain Saïss,Beşiktaş,Spor Toto Süper Lig,MAR,"D (C), DM",Trained in nation (15-21),Left,,,34,"2,942",74.67,5.84,93%,0.06,0.04,0.24,63%,72%,0.76,0.15,6.73,0.83,3.7,0.28,0.73,1.5,3.85,32,221.5mi,- - -,"$30,000 p/w",6/30/24,$110K - $1.1M
Calum Chambers,Aston Villa,Premier League,ENG,"D (RC), DM",-,Right,,,29,"1,223",58.87,4.64,90%,0.04,0.06,1.84,73%,77%,1.62,0.15,5.81,0.29,3.53,0.81,1.91,4.05,8.32,16,112.3mi,- - -,"$58,000 p/w",6/30/26,$22M - $28M
Jerry St. Juste,Sporting CP,Liga Portugal Bwin,NED,"D (RC), WB (R), DM",-,Right,,,27,"1,400",88.52,7.14,93%,0.03,0.05,0.45,70%,63%,1.67,0.13,4.05,0.19,2.31,0.58,0.58,2.19,6.94,11,116.6mi,- - -,"$27,000 p/w",6/30/25,$14.5M - $18M
Walker Zimmerman,Nashville,Major League Soccer,USA,D (C),-,Right,Int,,31,"1,427",62.63,4.16,89%,0.05,0.01,0.06,71%,85%,0.95,0.38,8.77,1.58,2.96,0.76,2.21,1.83,3.97,9,107.4mi,- - -,"$22,000 p/w",12/31/24,$650K - $6.4M
Wesley Hoedt,Watford,Sky Bet Championship,NED,D (C),-,Left Only,Set,,30,"4,064",70.22,4.65,88%,0.03,0.01,0.2,67%,73%,0.62,0.22,8.79,0.8,3.28,0.71,1.37,1.26,3.72,33,305.0mi,- - -,"$29,000 p/w",6/30/26,$8M - $9.8M
Daniele Rugani,Juventus,Serie A TIM,ITA,D (C),-,Right,,,29,"1,096",83.51,5.67,92%,0.03,0.03,0.08,85%,74%,0.9,0.41,6.16,0.49,4.02,0.66,1.64,2.14,5.09,5,85.5mi,- - -,"$110,000 p/w",6/30/25,$550K - $5.4M
Kô Itakura,Gladbach,Bundesliga,JPN,"D (C), DM, M (C)",-,Right,Int,,27,"2,317",71.2,5.28,95%,0.03,0.04,0.04,72%,69%,0.82,0.31,5.4,0.43,3.07,0.78,1.01,2.02,4.58,11,172.6mi,- - -,"$42,000 p/w",6/30/25,$6.8M - $10.5M
Phil Jones,Man Utd,Premier League,ENG,D (C),-,Right,Inj,,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$125,000 p/w",6/30/23,$0 
Samuel Gigot,Marseille,Ligue 1 Uber Eats,FRA,D (C),Trained in nation (15-21),Right,,,30,"3,350",70.74,5.13,91%,0.03,0.04,0.75,86%,82%,1.16,0.24,7.84,0.56,4.24,0.56,1.16,1.64,4.11,26,263.0mi,- - -,"$43,000 p/w",6/30/24,$275K - $11.5M
Maya Yoshida,Schalke 04,Bundesliga,JPN,D (C),-,Right,Int,,35,"1,113",57.17,4.04,88%,0.04,0.01,0.16,63%,77%,0.97,0.24,7.44,0.73,2.43,0.81,2.02,1.86,4.85,11,80.8mi,- - -,"$16,000 p/w",6/30/25,$95K - $950K
Nordi Mukiele,Paris Saint-Germain,Ligue 1 Uber Eats,FRA,"D (RC), WB (R)",Trained in nation (0-21),Right,Inj,,26,950,58.26,5.59,88%,0.14,0.17,3.79,74%,81%,1.61,0,7.2,0.09,3.98,0.85,0.95,2.18,9.57,6,92.9mi,- - -,"$57,000 p/w",6/30/26,$28M - $36M
Jesús Vallejo,Real Madrid,LaLiga Santander,ESP,D (C),-,Right,,,27,555,69.89,6.65,94%,0,0,0.32,100%,67%,0.97,0,5.35,0.49,3.24,0.32,0.65,0.97,3.08,10,42.6mi,- - -,"$38,000 p/w",6/30/24,$6M - $7.2M
Mariano Bareiro,Hapoel Be'er Sheva,Ligat Tel Aviv Stock Exchange,ISR,"D (C), DM, M (C)",-,Right Only,,,29,"3,727",71.36,7.17,88%,0.09,0.15,0.36,81%,75%,1.52,0.07,6.18,0.27,2.2,0.58,0.58,3.4,9.66,37,320.1mi,- - -,"$13,500 p/w",5/31/27,$2.5M - $5.2M
Willi Orbán,RB Leipzig,Bundesliga,HUN,D (C),-,Right,,,31,"3,650",66.13,4.54,92%,0.01,0.03,0.05,75%,72%,0.94,0.15,6.19,0.84,2.56,0.47,1.06,1.75,4.54,35,273.6mi,- - -,"$67,000 p/w",6/30/24,$120K - $9.8M
Danilo D'Ambrosio,Inter,Serie A TIM,ITA,"D (RC), WB (R)",-,Right,Trn,,35,236,48.05,3.81,88%,0.08,0.07,1.53,100%,90%,1.14,0,6.86,0,1.91,-,0.76,2.67,7.25,3,22.1mi,- - -,"$71,000 p/w",6/30/23,$18K
Jonny Evans,Leicester,Premier League,NIR,D (C),-,Either,,,36,"2,301",61.96,4.62,91%,0.01,0.02,0.08,84%,72%,1.06,0.43,5.12,0.51,2.74,0.78,1.1,1.49,3.52,14,167.8mi,- - -,"$91,000 p/w",6/30/24,$800K - $8.2M
Tyrone Mings,Aston Villa,Premier League,ENG,D (LC),-,Left Only,,,31,"2,551",67.84,4.52,92%,0.06,0.06,0.39,72%,74%,1.27,0.28,6.21,0.92,2.72,1.06,1.48,1.76,5.01,30,195.3mi,- - -,"$56,000 p/w",6/30/25,Not for Sale
Edimilson Fernandes,Mainz 05,Bundesliga,SUI,"D (C), DM, M (C)",-,Right,,,28,"1,479",56.84,4.75,87%,0.08,0.1,0.85,81%,62%,0.79,0.18,4.69,0.12,2.43,0.61,0.97,2.01,5.66,19,113.8mi,- - -,"$38,000 p/w",6/30/25,$650K - $6.6M
Chris Mepham,Bournemouth,Premier League,WAL,D (C),-,Right,Wnt,,26,"3,555",48.46,3.22,87%,0.03,0.01,0.2,80%,77%,1.22,0.38,6.3,0.68,2.96,0.81,1.19,1.52,3.97,23,265.1mi,- - -,"$40,500 p/w",6/30/28,$8M
Gonçalo Inácio,Sporting CP,Liga Portugal Bwin,POR,D (C),-,Left,,,22,"3,749",83.21,7.61,94%,0.03,0.05,0.12,81%,73%,1.03,0.17,5.57,0.72,2.81,0.34,1.13,2.02,4.18,27,286.5mi,- - -,"$23,500 p/w",6/30/27,$24M - $32M
Edmond Tapsoba,Bayer Leverkusen,Bundesliga,BFA,D (C),-,Right,,,25,"3,745",65.97,4.49,94%,0.03,0.07,0.17,74%,74%,0.89,0.19,6.42,0.74,2.93,0.94,0.89,1.51,3.92,27,281.5mi,- - -,"$67,000 p/w",6/30/28,$24M - $38M
Connor Goldson,Rangers,cinch Premiership,ENG,D (C),-,Right Only,,,31,"4,762",76,5.71,93%,0.07,0.03,0.09,77%,78%,0.91,0.25,8.35,0.66,3.82,0.68,1.12,1.59,3.42,30,356.2mi,- - -,"$40,500 p/w",5/31/25,Not for Sale
Ezri Konsa,Aston Villa,Premier League,ENG,D (C),-,Right,,,26,"3,246",65.21,4.1,92%,0.02,0.02,0.17,84%,74%,1.33,0.5,6.71,0.69,2.86,0.97,0.83,1.91,4.49,27,246.9mi,- - -,"$81,000 p/w",6/30/27,$26M - $34M
Kristoffer Ajer,Brentford,Premier League,NOR,"D (C), DM, M (C)",-,Right,Set,,26,"3,092",63.08,4.77,91%,0.02,0,0.26,78%,70%,0.9,0.29,5.79,0.61,3.26,0.73,0.99,1.66,3.58,25,236.2mi,- - -,"$62,000 p/w",6/30/27,$19.5M - $25M
Pablo Marí,Monza,Serie A TIM,ESP,D (C),-,Left,Trn,,30,583,73.02,6.95,86%,0.01,0,0.15,73%,77%,1.23,0.15,9.73,0.62,4.01,0.62,0.93,2.93,6.79,11,52.4mi,- - -,"$58,000 p/w",12/31/23,$500K - $5M
Evan N'Dicka,Eintracht Frankfurt,Bundesliga,FRA,D (LC),Trained in nation (15-21),Left,Wnt,,24,"3,995",65.17,5.43,91%,0.03,0.02,0.52,84%,80%,1.08,0.18,6.87,0.97,3.81,0.79,1.01,2.05,4.46,35,307.3mi,- - -,"$34,000 p/w",6/30/27,$26M - $41M
Radu Drăguşin,Genoa,Serie BKT,ROU,D (RC),-,Right,Trn,,22,"3,742",58.64,4.35,87%,0.02,0.03,0.22,78%,63%,0.77,0.26,6.83,0.51,4.59,0.63,1.2,2.07,4.57,18,290.6mi,- - -,"$21,500 p/w",6/30/24,$200K - $12M
Max Kilman,Wolves,Premier League,ENG,D (C),-,Left,,,27,"3,796",64.18,4.65,92%,0.01,0.01,0.12,81%,75%,1.14,0.5,5.83,0.73,3.13,0.71,0.81,1.75,4.24,26,278.6mi,- - -,"$59,000 p/w",6/30/27,$30M - $47M
Joe Rodon,Rennes,Ligue 1 Uber Eats,WAL,D (C),-,Right,,,26,"3,701",75.12,5.3,88%,0.01,0.05,0.15,83%,77%,0.73,0.12,7.56,0.92,3.09,0.49,1.53,1.53,3.72,19,282.9mi,- - -,"$40,500 p/w",6/30/24,$8.4M - $10M
Maximilian Wöber,Leeds Utd,Premier League,AUT,"D (LC), DM",-,Left,Set,,26,"3,036",46.3,5.66,85%,0.01,0.07,1.84,75%,76%,2.31,0.18,4.48,0.47,3.5,0.77,1.39,3.85,11.32,39,259.2mi,- - -,"$52,000 p/w",6/30/26,$16M - $26M
Michael Keane,Everton,Premier League,ENG,D (C),-,Right,,,31,101,34.75,2.67,87%,0,0.03,-,-,79%,-,0,9.8,0,1.78,-,0.89,0.89,3.56,0,6.8mi,- - -,"$81,000 p/w",6/30/24,$130K - $1.3M
Çağlar Söyüncü,Leicester,Premier League,TUR,D (C),-,Right,,,28,"1,742",62.05,3.87,91%,0.03,0.03,0.1,68%,76%,0.77,0.26,6.92,1.24,2.27,0.83,0.67,1.76,4.39,17,131.5mi,- - -,"$52,000 p/w",6/30/26,$18.5M - $29M
Chancel Mbemba,Marseille,Ligue 1 Uber Eats,COD,"D (RC), DM",-,Right,Wnt,,29,"3,372",66.94,6.41,88%,0.03,0.06,1.47,74%,72%,1.47,0.32,6.75,0.51,3.58,0.56,0.85,2.19,5.69,19,303.9mi,- - -,"$66,000 p/w",6/30/26,$12.5M - $16.5M
